maze_code,search_name,size,runtime,num_explored,num_solution
04_099,Breadth-First Search,4,0.0128,5,5
04_100,Breadth-First Search,4,0.0164,5,5
08_001,Breadth-First Search,8,0.1262,29,25
08_002,Breadth-First Search,8,0.0516,13,13
08_003,Breadth-First Search,8,0.1206,29,25
08_004,Breadth-First Search,8,0.1051,31,29
08_005,Breadth-First Search,8,0.0491,15,13
08_006,Breadth-First Search,8,0.0635,17,17
08_007,Breadth-First Search,8,0.0596,14,13
08_008,Breadth-First Search,8,0.0538,15,13
08_009,Breadth-First Search,8,0.1020,26,21
08_010,Breadth-First Search,8,0.0397,10,9
08_011,Breadth-First Search,8,0.0354,11,11
08_012,Breadth-First Search,8,0.0816,26,21
08_013,Breadth-First Search,8,0.0419,13,13
08_014,Breadth-First Search,8,0.0409,13,13
08_015,Breadth-First Search,8,0.0554,18,15
08_016,Breadth-First Search,8,0.0606,19,17
08_017,Breadth-First Search,8,0.0813,26,21
08_018,Breadth-First Search,8,0.0965,31,27
08_019,Breadth-First Search,8,0.0935,31,29
08_020,Breadth-First Search,8,0.0287,9,9
08_021,Breadth-First Search,8,0.0585,19,15
08_022,Breadth-First Search,8,0.0283,9,9
08_023,Breadth-First Search,8,0.0599,19,15
08_024,Breadth-First Search,8,0.0713,23,17
08_025,Breadth-First Search,8,0.0837,27,23
08_026,Breadth-First Search,8,0.0321,10,9
08_027,Breadth-First Search,8,0.0771,25,19
08_028,Breadth-First Search,8,0.0423,13,13
08_029,Breadth-First Search,8,0.0593,19,17
08_030,Breadth-First Search,8,0.0278,9,9
08_031,Breadth-First Search,8,0.0538,17,13
08_032,Breadth-First Search,8,0.0931,31,25
08_033,Breadth-First Search,8,0.0734,24,21
08_034,Breadth-First Search,8,0.0682,21,17
08_035,Breadth-First Search,8,0.0716,23,17
08_036,Breadth-First Search,8,0.0771,25,25
08_037,Breadth-First Search,8,0.0584,19,17
08_038,Breadth-First Search,8,0.0557,18,17
08_039,Breadth-First Search,8,0.0410,13,11
08_040,Breadth-First Search,8,0.0986,31,27
08_041,Breadth-First Search,8,0.0889,28,27
08_042,Breadth-First Search,8,0.0596,19,19
08_043,Breadth-First Search,8,0.0719,23,21
08_044,Breadth-First Search,8,0.0342,11,9
08_045,Breadth-First Search,8,0.0528,17,17
08_046,Breadth-First Search,8,0.0523,17,17
08_047,Breadth-First Search,8,0.0795,26,17
08_048,Breadth-First Search,8,0.0287,9,9
08_049,Breadth-First Search,8,0.0277,9,9
08_050,Breadth-First Search,8,0.0661,21,17
08_051,Breadth-First Search,8,0.0479,16,15
08_052,Breadth-First Search,8,0.0505,17,17
08_053,Breadth-First Search,8,0.0384,13,13
08_054,Breadth-First Search,8,0.0804,27,23
08_055,Breadth-First Search,8,0.0573,19,17
08_056,Breadth-First Search,8,0.0283,9,9
08_057,Breadth-First Search,8,0.0370,12,11
08_058,Breadth-First Search,8,0.0617,20,19
08_059,Breadth-First Search,8,0.0327,11,11
08_060,Breadth-First Search,8,0.0516,15,13
08_061,Breadth-First Search,8,0.0739,25,25
08_062,Breadth-First Search,8,0.0330,11,11
08_063,Breadth-First Search,8,0.0392,13,11
08_064,Breadth-First Search,8,0.0517,17,13
08_065,Breadth-First Search,8,0.0430,14,13
08_066,Breadth-First Search,8,0.0271,9,9
08_067,Breadth-First Search,8,0.0385,13,13
08_068,Breadth-First Search,8,0.0794,27,25
08_069,Breadth-First Search,8,0.0445,15,13
08_070,Breadth-First Search,8,0.0522,17,17
08_071,Breadth-First Search,8,0.0552,19,17
08_072,Breadth-First Search,8,0.0452,15,13
08_073,Breadth-First Search,8,0.0708,24,21
08_074,Breadth-First Search,8,0.0378,11,11
08_075,Breadth-First Search,8,0.0273,9,9
08_076,Breadth-First Search,8,0.0767,25,21
08_077,Breadth-First Search,8,0.0391,13,13
08_078,Breadth-First Search,8,0.0276,9,9
08_079,Breadth-First Search,8,0.0563,19,17
08_080,Breadth-First Search,8,0.0519,17,17
08_081,Breadth-First Search,8,0.0846,29,29
08_082,Breadth-First Search,8,0.0586,20,17
08_083,Breadth-First Search,8,0.0683,23,17
08_084,Breadth-First Search,8,0.0273,9,9
08_085,Breadth-First Search,8,0.0677,23,21
08_086,Breadth-First Search,8,0.0553,18,17
08_087,Breadth-First Search,8,0.0554,18,15
08_088,Breadth-First Search,8,0.0619,21,17
08_089,Breadth-First Search,8,0.0389,13,13
08_090,Breadth-First Search,8,0.0738,25,21
08_091,Breadth-First Search,8,0.0365,11,11
08_092,Breadth-First Search,8,0.0581,19,17
08_093,Breadth-First Search,8,0.0510,17,17
08_094,Breadth-First Search,8,0.0800,26,25
08_095,Breadth-First Search,8,0.0658,20,17
08_096,Breadth-First Search,8,0.0676,22,21
08_097,Breadth-First Search,8,0.0287,9,9
08_098,Breadth-First Search,8,0.0559,18,17
08_099,Breadth-First Search,8,0.0676,21,15
08_100,Breadth-First Search,8,0.0772,25,25
16_001,Breadth-First Search,16,1.8622,111,65
16_002,Breadth-First Search,16,0.2989,39,37
16_003,Breadth-First Search,16,0.2185,29,29
16_004,Breadth-First Search,16,0.8648,117,93
16_005,Breadth-First Search,16,0.7788,95,71
16_006,Breadth-First Search,16,0.4790,55,47
16_007,Breadth-First Search,16,0.5695,71,53
16_008,Breadth-First Search,16,0.1826,24,21
16_009,Breadth-First Search,16,0.7766,86,61
16_010,Breadth-First Search,16,0.4707,57,45
16_011,Breadth-First Search,16,0.9203,117,79
16_012,Breadth-First Search,16,0.5667,78,69
16_013,Breadth-First Search,16,0.5829,80,67
16_014,Breadth-First Search,16,0.6120,78,65
16_015,Breadth-First Search,16,0.7178,98,71
16_016,Breadth-First Search,16,0.7937,107,77
16_017,Breadth-First Search,16,0.7280,97,69
16_018,Breadth-First Search,16,0.5162,63,51
16_019,Breadth-First Search,16,0.8093,106,71
16_020,Breadth-First Search,16,0.1571,21,21
16_021,Breadth-First Search,16,0.4486,59,45
16_022,Breadth-First Search,16,0.5040,57,49
16_023,Breadth-First Search,16,0.4214,36,33
16_024,Breadth-First Search,16,0.5266,73,49
16_025,Breadth-First Search,16,0.2328,33,33
16_026,Breadth-First Search,16,0.3216,45,37
16_027,Breadth-First Search,16,0.4840,71,57
16_028,Breadth-First Search,16,0.5830,83,57
16_029,Breadth-First Search,16,0.5435,86,61
16_030,Breadth-First Search,16,0.1650,25,25
16_031,Breadth-First Search,16,0.2932,46,41
16_032,Breadth-First Search,16,0.1210,19,17
16_033,Breadth-First Search,16,0.3474,54,49
16_034,Breadth-First Search,16,0.3196,52,47
16_035,Breadth-First Search,16,0.3087,48,47
16_036,Breadth-First Search,16,0.1531,25,25
16_037,Breadth-First Search,16,0.3327,55,47
16_038,Breadth-First Search,16,0.3505,57,51
16_039,Breadth-First Search,16,0.3251,51,49
16_040,Breadth-First Search,16,0.7567,114,77
16_041,Breadth-First Search,16,0.7562,104,93
16_042,Breadth-First Search,16,0.6945,95,57
16_043,Breadth-First Search,16,0.7957,119,81
16_044,Breadth-First Search,16,0.3601,55,49
16_045,Breadth-First Search,16,0.7070,109,81
16_046,Breadth-First Search,16,0.4834,71,61
16_047,Breadth-First Search,16,0.7528,113,93
16_048,Breadth-First Search,16,0.4730,61,53
16_049,Breadth-First Search,16,0.3229,37,35
16_050,Breadth-First Search,16,0.8043,106,73
16_051,Breadth-First Search,16,1.0021,104,89
16_052,Breadth-First Search,16,0.2291,29,29
16_053,Breadth-First Search,16,0.6679,74,65
16_054,Breadth-First Search,16,0.8122,97,79
16_055,Breadth-First Search,16,0.4288,37,33
16_056,Breadth-First Search,16,1.2740,107,87
16_057,Breadth-First Search,16,0.8961,107,65
16_058,Breadth-First Search,16,0.4713,65,47
16_059,Breadth-First Search,16,0.8868,117,97
16_060,Breadth-First Search,16,0.5398,73,63
16_061,Breadth-First Search,16,0.3349,39,35
16_062,Breadth-First Search,16,0.4958,67,53
16_063,Breadth-First Search,16,0.5025,47,39
16_064,Breadth-First Search,16,0.6649,74,69
16_065,Breadth-First Search,16,0.3480,41,37
16_066,Breadth-First Search,16,0.4613,65,49
16_067,Breadth-First Search,16,0.1824,24,21
16_068,Breadth-First Search,16,0.6840,87,73
16_069,Breadth-First Search,16,0.2334,31,25
16_070,Breadth-First Search,16,0.8300,117,93
16_071,Breadth-First Search,16,0.2301,33,33
16_072,Breadth-First Search,16,0.4068,59,45
16_073,Breadth-First Search,16,0.5546,88,53
16_074,Breadth-First Search,16,0.7563,122,71
16_075,Breadth-First Search,16,0.6854,104,81
16_076,Breadth-First Search,16,0.3256,52,41
16_077,Breadth-First Search,16,0.2861,47,43
16_078,Breadth-First Search,16,0.8405,127,113
16_079,Breadth-First Search,16,0.3584,56,43
16_080,Breadth-First Search,16,0.7325,115,77
16_081,Breadth-First Search,16,0.7593,107,57
16_082,Breadth-First Search,16,0.8547,123,83
16_083,Breadth-First Search,16,0.5887,91,71
16_084,Breadth-First Search,16,0.7590,111,69
16_085,Breadth-First Search,16,0.6816,104,89
16_086,Breadth-First Search,16,0.2807,43,41
16_087,Breadth-First Search,16,0.8424,127,95
16_088,Breadth-First Search,16,0.7271,108,97
16_089,Breadth-First Search,16,0.4563,65,57
16_090,Breadth-First Search,16,0.5822,85,75
16_091,Breadth-First Search,16,0.2869,42,37
16_092,Breadth-First Search,16,0.8590,121,101
16_093,Breadth-First Search,16,0.7072,103,85
16_094,Breadth-First Search,16,0.4472,65,45
16_095,Breadth-First Search,16,0.6596,93,75
16_096,Breadth-First Search,16,0.6510,92,55
16_097,Breadth-First Search,16,0.4384,62,55
16_098,Breadth-First Search,16,0.6378,90,75
16_099,Breadth-First Search,16,0.7190,100,63
16_100,Breadth-First Search,16,0.9307,125,81
32_001,Breadth-First Search,32,11.0596,425,291
32_002,Breadth-First Search,32,3.5030,137,119
32_003,Breadth-First Search,32,9.5638,364,261
32_004,Breadth-First Search,32,5.9842,231,189
32_005,Breadth-First Search,32,3.0668,119,107
32_006,Breadth-First Search,32,12.7804,344,245
32_007,Breadth-First Search,32,9.9633,441,217
32_008,Breadth-First Search,32,4.0319,176,123
32_009,Breadth-First Search,32,12.0592,511,297
32_010,Breadth-First Search,32,8.6103,351,229
32_011,Breadth-First Search,32,9.6172,383,311
32_012,Breadth-First Search,32,8.2021,317,205
32_013,Breadth-First Search,32,7.6143,287,209
32_014,Breadth-First Search,32,7.6222,297,195
32_015,Breadth-First Search,32,9.6074,365,237
32_016,Breadth-First Search,32,5.4822,212,145
32_017,Breadth-First Search,32,3.6156,141,113
32_018,Breadth-First Search,32,11.8441,451,253
32_019,Breadth-First Search,32,2.9361,113,105
32_020,Breadth-First Search,32,11.6700,448,317
32_021,Breadth-First Search,32,6.1157,238,175
32_022,Breadth-First Search,32,10.7184,417,273
32_023,Breadth-First Search,32,13.9143,454,305
32_024,Breadth-First Search,32,5.3063,241,173
32_025,Breadth-First Search,32,9.5535,445,277
32_026,Breadth-First Search,32,3.4776,163,155
32_027,Breadth-First Search,32,7.2524,337,235
32_028,Breadth-First Search,32,3.7929,170,129
32_029,Breadth-First Search,32,13.5453,346,251
32_030,Breadth-First Search,32,6.4299,223,159
32_031,Breadth-First Search,32,11.2891,470,273
32_032,Breadth-First Search,32,6.5037,188,129
32_033,Breadth-First Search,32,9.1046,386,261
32_034,Breadth-First Search,32,8.7362,370,225
32_035,Breadth-First Search,32,9.4881,395,209
32_036,Breadth-First Search,32,2.2789,93,83
32_037,Breadth-First Search,32,8.6422,355,223
32_038,Breadth-First Search,32,11.6104,465,265
32_039,Breadth-First Search,32,5.1154,207,159
32_040,Breadth-First Search,32,9.8450,334,215
32_041,Breadth-First Search,32,5.4149,227,183
32_042,Breadth-First Search,32,10.1539,413,263
32_043,Breadth-First Search,32,7.5190,310,233
32_044,Breadth-First Search,32,12.1420,489,325
32_045,Breadth-First Search,32,3.7781,152,135
32_046,Breadth-First Search,32,8.6668,340,233
32_047,Breadth-First Search,32,8.4405,343,223
32_048,Breadth-First Search,32,8.8903,359,233
32_049,Breadth-First Search,32,6.6508,261,165
32_050,Breadth-First Search,32,1.9159,84,63
32_051,Breadth-First Search,32,4.3194,198,149
32_052,Breadth-First Search,32,6.0330,267,181
32_053,Breadth-First Search,32,7.5398,355,253
32_054,Breadth-First Search,32,1.1335,51,51
32_055,Breadth-First Search,32,10.7101,491,343
32_056,Breadth-First Search,32,10.6069,473,307
32_057,Breadth-First Search,32,3.6957,165,123
32_058,Breadth-First Search,32,2.0549,93,73
32_059,Breadth-First Search,32,12.4938,496,289
32_060,Breadth-First Search,32,5.5322,215,145
32_061,Breadth-First Search,32,10.0496,409,189
32_062,Breadth-First Search,32,8.1100,367,217
32_063,Breadth-First Search,32,5.5788,239,187
32_064,Breadth-First Search,32,3.2123,133,101
32_065,Breadth-First Search,32,8.7277,361,267
32_066,Breadth-First Search,32,3.5210,144,125
32_067,Breadth-First Search,32,7.4870,303,205
32_068,Breadth-First Search,32,10.9688,443,233
32_069,Breadth-First Search,32,10.2623,416,241
32_070,Breadth-First Search,32,8.9444,363,285
32_071,Breadth-First Search,32,7.5681,305,235
32_072,Breadth-First Search,32,8.2767,331,217
32_073,Breadth-First Search,32,4.3430,179,151
32_074,Breadth-First Search,32,5.4237,220,153
32_075,Breadth-First Search,32,7.3759,265,185
32_076,Breadth-First Search,32,9.8245,440,217
32_077,Breadth-First Search,32,5.7235,255,177
32_078,Breadth-First Search,32,9.5619,427,225
32_079,Breadth-First Search,32,5.0898,211,127
32_080,Breadth-First Search,32,8.7755,369,299
32_081,Breadth-First Search,32,5.9082,243,155
32_082,Breadth-First Search,32,3.9947,163,127
32_083,Breadth-First Search,32,6.4042,260,203
32_084,Breadth-First Search,32,4.3557,173,131
32_085,Breadth-First Search,32,10.6513,423,259
32_086,Breadth-First Search,32,18.5413,482,253
32_087,Breadth-First Search,32,8.5432,394,191
32_088,Breadth-First Search,32,3.5869,163,107
32_089,Breadth-First Search,32,5.3708,247,151
32_090,Breadth-First Search,32,4.3399,202,189
32_091,Breadth-First Search,32,6.4535,284,179
32_092,Breadth-First Search,32,3.1569,145,105
32_093,Breadth-First Search,32,2.7795,128,101
32_094,Breadth-First Search,32,5.1834,235,179
32_095,Breadth-First Search,32,4.5685,203,161
32_096,Breadth-First Search,32,6.6614,309,217
32_097,Breadth-First Search,32,11.7904,473,299
32_098,Breadth-First Search,32,4.6001,211,141
32_099,Breadth-First Search,32,5.6822,255,189
32_100,Breadth-First Search,32,7.5048,346,247
64_001,Breadth-First Search,64,24.1824,361,335
64_002,Breadth-First Search,64,36.7824,541,413
64_003,Breadth-First Search,64,138.4030,1965,843
64_004,Breadth-First Search,64,135.1906,1953,1131
64_005,Breadth-First Search,64,38.3499,579,481
64_006,Breadth-First Search,64,137.1868,2004,1051
64_007,Breadth-First Search,64,105.2531,1463,913
64_008,Breadth-First Search,64,133.3319,1995,1015
64_009,Breadth-First Search,64,66.7712,985,587
64_010,Breadth-First Search,64,101.5935,1401,753
64_011,Breadth-First Search,64,115.8781,1610,843
64_012,Breadth-First Search,64,124.6156,1863,969
64_013,Breadth-First Search,64,93.6170,1332,757
64_014,Breadth-First Search,64,133.6661,1981,1019
64_015,Breadth-First Search,64,55.0690,807,581
64_016,Breadth-First Search,64,69.8789,1039,719
64_017,Breadth-First Search,64,50.5115,753,503
64_018,Breadth-First Search,64,134.7223,1990,1075
64_019,Breadth-First Search,64,136.8035,2030,1111
64_020,Breadth-First Search,64,121.1655,1817,949
64_021,Breadth-First Search,64,46.9805,689,381
64_022,Breadth-First Search,64,79.6689,1189,751
64_023,Breadth-First Search,64,101.7316,1533,793
64_024,Breadth-First Search,64,110.7219,1612,761
64_025,Breadth-First Search,64,82.1882,1215,767
64_026,Breadth-First Search,64,29.3435,413,349
64_027,Breadth-First Search,64,141.6906,1998,1109
64_028,Breadth-First Search,64,42.7109,569,481
64_029,Breadth-First Search,64,129.0007,1799,1095
64_030,Breadth-First Search,64,55.3410,755,511
64_031,Breadth-First Search,64,113.1288,1606,691
64_032,Breadth-First Search,64,52.0873,733,459
64_033,Breadth-First Search,64,103.5120,1527,677
64_034,Breadth-First Search,64,77.1796,1149,623
64_035,Breadth-First Search,64,26.8316,399,363
64_036,Breadth-First Search,64,71.1701,1070,585
64_037,Breadth-First Search,64,45.5929,659,475
64_038,Breadth-First Search,64,88.6053,1327,783
64_039,Breadth-First Search,64,27.8518,413,329
64_040,Breadth-First Search,64,59.4543,847,527
64_041,Breadth-First Search,64,80.2400,1126,653
64_042,Breadth-First Search,64,94.8120,1369,671
64_043,Breadth-First Search,64,82.9042,1157,541
64_044,Breadth-First Search,64,80.2982,1176,571
64_045,Breadth-First Search,64,52.3277,779,453
64_046,Breadth-First Search,64,127.6542,1888,825
64_047,Breadth-First Search,64,69.4492,1047,581
64_048,Breadth-First Search,64,23.2147,315,223
64_049,Breadth-First Search,64,97.9770,1413,803
64_050,Breadth-First Search,64,120.3494,1747,805
64_051,Breadth-First Search,64,13.2383,187,181
64_052,Breadth-First Search,64,133.3531,1986,1211
64_053,Breadth-First Search,64,74.2368,1091,639
64_054,Breadth-First Search,64,57.4063,819,619
64_055,Breadth-First Search,64,115.9568,1656,991
64_056,Breadth-First Search,64,75.5939,1087,619
64_057,Breadth-First Search,64,69.5981,1041,649
64_058,Breadth-First Search,64,121.7016,1724,1031
64_059,Breadth-First Search,64,31.9694,479,375
64_060,Breadth-First Search,64,116.4859,1692,837
64_061,Breadth-First Search,64,60.5232,887,449
64_062,Breadth-First Search,64,58.5898,870,625
64_063,Breadth-First Search,64,79.9197,1147,715
64_064,Breadth-First Search,64,24.8646,345,241
64_065,Breadth-First Search,64,41.0881,592,381
64_066,Breadth-First Search,64,66.0746,972,679
64_067,Breadth-First Search,64,57.7063,838,469
64_068,Breadth-First Search,64,97.9613,1350,903
64_069,Breadth-First Search,64,48.5547,640,415
64_070,Breadth-First Search,64,105.6269,1434,801
64_071,Breadth-First Search,64,89.6206,1326,925
64_072,Breadth-First Search,64,108.9761,1563,711
64_073,Breadth-First Search,64,132.9771,1927,849
64_074,Breadth-First Search,64,124.7142,1763,949
64_075,Breadth-First Search,64,34.8512,485,355
64_076,Breadth-First Search,64,64.9731,922,521
64_077,Breadth-First Search,64,52.0917,754,371
64_078,Breadth-First Search,64,135.1843,2007,1001
64_079,Breadth-First Search,64,59.2431,869,603
64_080,Breadth-First Search,64,135.7212,1888,1079
64_081,Breadth-First Search,64,70.9448,961,631
64_082,Breadth-First Search,64,44.4126,655,385
64_083,Breadth-First Search,64,36.8800,465,253
64_084,Breadth-First Search,64,80.4896,1200,661
64_085,Breadth-First Search,64,131.1093,1940,883
64_086,Breadth-First Search,64,74.6271,1086,625
64_087,Breadth-First Search,64,136.3177,1998,755
64_088,Breadth-First Search,64,99.6131,1482,723
64_089,Breadth-First Search,64,90.2910,1317,869
64_090,Breadth-First Search,64,145.6897,2020,957
64_091,Breadth-First Search,64,103.9768,1419,697
64_092,Breadth-First Search,64,130.9185,1861,893
64_093,Breadth-First Search,64,76.0250,1132,735
64_094,Breadth-First Search,64,62.8156,925,623
64_095,Breadth-First Search,64,126.6221,1743,1025
64_096,Breadth-First Search,64,109.5379,1516,797
64_097,Breadth-First Search,64,79.1285,1180,713
64_098,Breadth-First Search,64,137.5699,1990,941
64_099,Breadth-First Search,64,58.2632,858,589
64_100,Breadth-First Search,64,40.5678,601,495
04_001,A* Search,4,1.1765,5,5
04_002,A* Search,4,0.0139,5,5
04_003,A* Search,4,0.0152,5,5
04_004,A* Search,4,0.0119,5,5
04_005,A* Search,4,0.0119,5,5
04_006,A* Search,4,0.0115,5,5
04_007,A* Search,4,0.0114,5,5
04_008,A* Search,4,0.0114,5,5
04_009,A* Search,4,0.0113,5,5
04_010,A* Search,4,0.0114,5,5
04_011,A* Search,4,0.0115,5,5
04_012,A* Search,4,0.0115,5,5
04_013,A* Search,4,0.0189,5,5
04_014,A* Search,4,0.0117,5,5
04_015,A* Search,4,0.0128,5,5
04_016,A* Search,4,0.0118,5,5
04_017,A* Search,4,0.0116,5,5
04_018,A* Search,4,0.0115,5,5
04_019,A* Search,4,0.0114,5,5
04_020,A* Search,4,0.0115,5,5
04_021,A* Search,4,0.0115,5,5
04_022,A* Search,4,0.0134,5,5
04_023,A* Search,4,0.0115,5,5
04_024,A* Search,4,0.0119,5,5
04_025,A* Search,4,0.0120,5,5
04_026,A* Search,4,0.0194,5,5
04_027,A* Search,4,0.0124,5,5
04_028,A* Search,4,0.0115,5,5
04_029,A* Search,4,0.0137,5,5
04_030,A* Search,4,0.0123,5,5
04_031,A* Search,4,0.0114,5,5
04_032,A* Search,4,0.0115,5,5
04_033,A* Search,4,0.0114,5,5
04_034,A* Search,4,0.0114,5,5
04_035,A* Search,4,0.0113,5,5
04_036,A* Search,4,0.0114,5,5
04_037,A* Search,4,0.0115,5,5
04_038,A* Search,4,0.0123,5,5
04_039,A* Search,4,0.0114,5,5
04_040,A* Search,4,0.0115,5,5
04_041,A* Search,4,0.0114,5,5
04_042,A* Search,4,0.0112,5,5
04_043,A* Search,4,0.0159,5,5
04_044,A* Search,4,0.0122,5,5
04_045,A* Search,4,0.0113,5,5
04_046,A* Search,4,0.0116,5,5
04_047,A* Search,4,0.0119,5,5
04_048,A* Search,4,0.0114,5,5
04_049,A* Search,4,0.0113,5,5
04_050,A* Search,4,0.0114,5,5
04_051,A* Search,4,0.0123,5,5
04_052,A* Search,4,0.0125,5,5
04_053,A* Search,4,0.0119,5,5
04_054,A* Search,4,0.0113,5,5
04_055,A* Search,4,0.0112,5,5
04_056,A* Search,4,0.0126,5,5
04_057,A* Search,4,0.0189,5,5
04_058,A* Search,4,0.0118,5,5
04_059,A* Search,4,0.0114,5,5
04_060,A* Search,4,0.0115,5,5
04_061,A* Search,4,0.0146,5,5
04_062,A* Search,4,0.0113,5,5
04_063,A* Search,4,0.0114,5,5
04_064,A* Search,4,0.0138,5,5
04_065,A* Search,4,0.0118,5,5
04_066,A* Search,4,0.0111,5,5
04_067,A* Search,4,0.0111,5,5
04_068,A* Search,4,0.0112,5,5
04_069,A* Search,4,0.0117,5,5
04_070,A* Search,4,0.0112,5,5
04_071,A* Search,4,0.0124,5,5
04_072,A* Search,4,0.0129,5,5
04_073,A* Search,4,0.0113,5,5
04_074,A* Search,4,0.0112,5,5
04_075,A* Search,4,0.0391,5,5
04_076,A* Search,4,0.0105,5,5
04_077,A* Search,4,0.0131,5,5
04_078,A* Search,4,0.0213,5,5
04_079,A* Search,4,0.0103,5,5
04_080,A* Search,4,0.0104,5,5
04_081,A* Search,4,0.0102,5,5
04_082,A* Search,4,0.0101,5,5
04_083,A* Search,4,0.0209,5,5
04_084,A* Search,4,0.0116,5,5
04_085,A* Search,4,0.0107,5,5
04_086,A* Search,4,0.0248,5,5
04_087,A* Search,4,0.0108,5,5
04_088,A* Search,4,0.0104,5,5
04_089,A* Search,4,0.0100,5,5
04_090,A* Search,4,0.0101,5,5
04_091,A* Search,4,0.0113,5,5
04_092,A* Search,4,0.0123,5,5
04_093,A* Search,4,0.0099,5,5
04_094,A* Search,4,0.0099,5,5
04_095,A* Search,4,0.0104,5,5
04_096,A* Search,4,0.0116,5,5
04_097,A* Search,4,0.0100,5,5
04_098,A* Search,4,0.0098,5,5
04_099,A* Search,4,0.0108,5,5
04_100,A* Search,4,0.0107,5,5
08_001,A* Search,8,0.1212,25,25
08_002,A* Search,8,0.0431,13,13
08_003,A* Search,8,0.0806,25,25
08_004,A* Search,8,0.1078,31,29
08_005,A* Search,8,0.0454,13,13
08_006,A* Search,8,0.0479,17,17
08_007,A* Search,8,0.0396,13,13
08_008,A* Search,8,0.0495,13,13
08_009,A* Search,8,0.0830,21,21
08_010,A* Search,8,0.0288,9,9
08_011,A* Search,8,0.0304,11,11
08_012,A* Search,8,0.0848,25,21
08_013,A* Search,8,0.0356,13,13
08_014,A* Search,8,0.0369,13,13
08_015,A* Search,8,0.0447,15,15
08_016,A* Search,8,0.0682,17,17
08_017,A* Search,8,0.0712,23,21
08_018,A* Search,8,0.0988,31,27
08_019,A* Search,8,0.0838,31,29
08_020,A* Search,8,0.0246,9,9
08_021,A* Search,8,0.0429,15,15
08_022,A* Search,8,0.0237,9,9
08_023,A* Search,8,0.0454,15,15
08_024,A* Search,8,0.0708,19,17
08_025,A* Search,8,0.0951,27,23
08_026,A* Search,8,0.0440,9,9
08_027,A* Search,8,0.0559,19,19
08_028,A* Search,8,0.0403,13,13
08_029,A* Search,8,0.0471,17,17
08_030,A* Search,8,0.0242,9,9
08_031,A* Search,8,0.0387,13,13
08_032,A* Search,8,0.0740,25,25
08_033,A* Search,8,0.0614,21,21
08_034,A* Search,8,0.0532,17,17
08_035,A* Search,8,0.0499,17,17
08_036,A* Search,8,0.0672,25,25
08_037,A* Search,8,0.0537,19,17
08_038,A* Search,8,0.0480,17,17
08_039,A* Search,8,0.0305,11,11
08_040,A* Search,8,0.0851,31,27
08_041,A* Search,8,0.0719,27,27
08_042,A* Search,8,0.0489,19,19
08_043,A* Search,8,0.0588,21,21
08_044,A* Search,8,0.0266,9,9
08_045,A* Search,8,0.0440,17,17
08_046,A* Search,8,0.0440,17,17
08_047,A* Search,8,0.0756,21,17
08_048,A* Search,8,0.0253,9,9
08_049,A* Search,8,0.0242,9,9
08_050,A* Search,8,0.0719,17,17
08_051,A* Search,8,0.0482,15,15
08_052,A* Search,8,0.0435,17,17
08_053,A* Search,8,0.0342,13,13
08_054,A* Search,8,0.0757,27,23
08_055,A* Search,8,0.0472,17,17
08_056,A* Search,8,0.0245,9,9
08_057,A* Search,8,0.0302,11,11
08_058,A* Search,8,0.0518,19,19
08_059,A* Search,8,0.0293,11,11
08_060,A* Search,8,0.0360,13,13
08_061,A* Search,8,0.0650,25,25
08_062,A* Search,8,0.0306,11,11
08_063,A* Search,8,0.0389,11,11
08_064,A* Search,8,0.0344,13,13
08_065,A* Search,8,0.0353,13,13
08_066,A* Search,8,0.0238,9,9
08_067,A* Search,8,0.0341,13,13
08_068,A* Search,8,0.0658,25,25
08_069,A* Search,8,0.0348,13,13
08_070,A* Search,8,0.0432,17,17
08_071,A* Search,8,0.0450,17,17
08_072,A* Search,8,0.0345,13,13
08_073,A* Search,8,0.0559,21,21
08_074,A* Search,8,0.0290,11,11
08_075,A* Search,8,0.0240,9,9
08_076,A* Search,8,0.0585,21,21
08_077,A* Search,8,0.0338,13,13
08_078,A* Search,8,0.0240,9,9
08_079,A* Search,8,0.0449,17,17
08_080,A* Search,8,0.0438,17,17
08_081,A* Search,8,0.0782,29,29
08_082,A* Search,8,0.0450,17,17
08_083,A* Search,8,0.0482,17,17
08_084,A* Search,8,0.0319,9,9
08_085,A* Search,8,0.0615,21,21
08_086,A* Search,8,0.0466,17,17
08_087,A* Search,8,0.0402,15,15
08_088,A* Search,8,0.0448,17,17
08_089,A* Search,8,0.0348,13,13
08_090,A* Search,8,0.0647,21,21
08_091,A* Search,8,0.0282,11,11
08_092,A* Search,8,0.0456,17,17
08_093,A* Search,8,0.0438,17,17
08_094,A* Search,8,0.0649,25,25
08_095,A* Search,8,0.0536,19,17
08_096,A* Search,8,0.0614,21,21
08_097,A* Search,8,0.0243,9,9
08_098,A* Search,8,0.0444,17,17
08_099,A* Search,8,0.0396,15,15
08_100,A* Search,8,0.0643,25,25
16_001,A* Search,16,1.5923,83,65
16_002,A* Search,16,0.3399,37,37
16_003,A* Search,16,0.2620,29,29
16_004,A* Search,16,0.9903,111,93
16_005,A* Search,16,0.8234,93,71
16_006,A* Search,16,0.4145,53,47
16_007,A* Search,16,0.5366,65,53
16_008,A* Search,16,0.1664,21,21
16_009,A* Search,16,0.5891,75,61
16_010,A* Search,16,0.4417,49,45
16_011,A* Search,16,0.9208,109,79
16_012,A* Search,16,0.8431,73,69
