maze_code,search_name,size,runtime,num_explored,num_solution
16_013,A* Search,16,0.7744,77,67
16_014,A* Search,16,0.7242,77,65
16_015,A* Search,16,0.7393,93,71
16_016,A* Search,16,0.7837,97,77
16_017,A* Search,16,0.6585,85,69
16_018,A* Search,16,0.4509,57,51
16_019,A* Search,16,0.6372,83,71
16_020,A* Search,16,0.1564,21,21
16_021,A* Search,16,0.3839,51,45
16_022,A* Search,16,0.4148,53,49
16_023,A* Search,16,0.2443,33,33
16_024,A* Search,16,0.4668,57,49
16_025,A* Search,16,0.2515,33,33
16_026,A* Search,16,0.3246,41,37
16_027,A* Search,16,0.4416,59,57
16_028,A* Search,16,0.5110,69,57
16_029,A* Search,16,0.5591,73,61
16_030,A* Search,16,0.1574,25,25
16_031,A* Search,16,0.2569,41,41
16_032,A* Search,16,0.1094,17,17
16_033,A* Search,16,0.3034,49,49
16_034,A* Search,16,0.2994,47,47
16_035,A* Search,16,0.3001,47,47
16_036,A* Search,16,0.1520,25,25
16_037,A* Search,16,0.3033,49,47
16_038,A* Search,16,0.3526,53,51
16_039,A* Search,16,0.3241,51,49
16_040,A* Search,16,0.6020,95,77
16_041,A* Search,16,0.7002,103,93
16_042,A* Search,16,0.6309,74,57
16_043,A* Search,16,0.8248,99,81
16_044,A* Search,16,0.3725,49,49
16_045,A* Search,16,0.8966,97,81
16_046,A* Search,16,0.5131,67,61
16_047,A* Search,16,0.7928,109,93
16_048,A* Search,16,0.4022,57,53
16_049,A* Search,16,0.2951,37,35
16_050,A* Search,16,0.5676,81,73
16_051,A* Search,16,0.6856,95,89
16_052,A* Search,16,0.2573,29,29
16_053,A* Search,16,0.4996,67,65
16_054,A* Search,16,0.6985,95,79
16_055,A* Search,16,0.2281,33,33
16_056,A* Search,16,0.6906,105,87
16_057,A* Search,16,0.6252,83,65
16_058,A* Search,16,0.4120,55,47
16_059,A* Search,16,1.1387,113,97
16_060,A* Search,16,0.5320,71,63
16_061,A* Search,16,0.2618,37,35
16_062,A* Search,16,0.4963,65,53
16_063,A* Search,16,0.2740,41,39
16_064,A* Search,16,0.5511,71,69
16_065,A* Search,16,0.2566,37,37
16_066,A* Search,16,0.3808,55,49
16_067,A* Search,16,0.1558,21,21
16_068,A* Search,16,0.6039,83,73
16_069,A* Search,16,0.2067,27,25
16_070,A* Search,16,0.7896,113,93
16_071,A* Search,16,0.3093,33,33
16_072,A* Search,16,0.5362,49,45
16_073,A* Search,16,0.8510,77,53
16_074,A* Search,16,0.9161,103,71
16_075,A* Search,16,0.5763,85,81
16_076,A* Search,16,0.3501,49,41
16_077,A* Search,16,0.2952,43,43
16_078,A* Search,16,0.8049,125,113
16_079,A* Search,16,0.2874,45,43
16_080,A* Search,16,0.6501,103,77
16_081,A* Search,16,0.5634,85,57
16_082,A* Search,16,0.6926,109,83
16_083,A* Search,16,0.5501,87,71
16_084,A* Search,16,0.5655,89,69
16_085,A* Search,16,0.6281,95,89
16_086,A* Search,16,0.2699,43,41
16_087,A* Search,16,0.7130,111,95
16_088,A* Search,16,0.6733,105,97
16_089,A* Search,16,0.3959,59,57
16_090,A* Search,16,0.4905,77,75
16_091,A* Search,16,0.2558,39,37
16_092,A* Search,16,0.7970,115,101
16_093,A* Search,16,0.6608,101,85
16_094,A* Search,16,0.3438,53,45
16_095,A* Search,16,0.5347,81,75
16_096,A* Search,16,0.4441,63,55
16_097,A* Search,16,0.4271,61,55
16_098,A* Search,16,0.5716,87,75
16_099,A* Search,16,0.4834,73,63
16_100,A* Search,16,1.8673,119,81
32_001,A* Search,32,15.2453,401,291
32_002,A* Search,32,4.5326,135,119
32_003,A* Search,32,8.7079,356,261
32_004,A* Search,32,4.9211,223,189
32_005,A* Search,32,2.5958,115,107
32_006,A* Search,32,7.3730,337,245
32_007,A* Search,32,7.7350,349,217
32_008,A* Search,32,3.4352,153,123
32_009,A* Search,32,10.9064,489,297
32_010,A* Search,32,6.9913,313,229
32_011,A* Search,32,8.1799,369,311
32_012,A* Search,32,7.2083,317,205
32_013,A* Search,32,5.8957,267,209
32_014,A* Search,32,6.4126,285,195
32_015,A* Search,32,7.8363,347,237
32_016,A* Search,32,4.6587,209,145
32_017,A* Search,32,3.0742,133,113
32_018,A* Search,32,9.1707,409,253
32_019,A* Search,32,2.3996,109,105
32_020,A* Search,32,9.7956,433,317
32_021,A* Search,32,5.1184,231,175
32_022,A* Search,32,8.7760,393,273
32_023,A* Search,32,9.0444,407,305
32_024,A* Search,32,4.9460,221,173
32_025,A* Search,32,10.2859,399,277
32_026,A* Search,32,5.1803,163,155
32_027,A* Search,32,6.2863,295,235
32_028,A* Search,32,3.0830,141,129
32_029,A* Search,32,7.0904,319,251
32_030,A* Search,32,4.5055,201,159
32_031,A* Search,32,10.2971,451,273
32_032,A* Search,32,3.6748,163,129
32_033,A* Search,32,7.6772,341,261
32_034,A* Search,32,7.8725,349,225
32_035,A* Search,32,7.5529,336,209
32_036,A* Search,32,2.0404,91,83
32_037,A* Search,32,6.3187,285,223
32_038,A* Search,32,11.3758,461,265
32_039,A* Search,32,4.3984,203,159
32_040,A* Search,32,6.1915,277,215
32_041,A* Search,32,4.7283,213,183
32_042,A* Search,32,8.8974,397,263
32_043,A* Search,32,6.0709,277,233
32_044,A* Search,32,10.4815,473,325
32_045,A* Search,32,3.1224,137,135
32_046,A* Search,32,6.9391,311,233
32_047,A* Search,32,6.6198,295,223
32_048,A* Search,32,7.6085,337,233
32_049,A* Search,32,4.5474,205,165
32_050,A* Search,32,1.4974,67,63
32_051,A* Search,32,4.0552,177,149
32_052,A* Search,32,5.1112,223,181
32_053,A* Search,32,7.0817,321,253
32_054,A* Search,32,1.2311,51,51
32_055,A* Search,32,10.8158,485,343
32_056,A* Search,32,9.6550,429,307
32_057,A* Search,32,3.0880,141,123
32_058,A* Search,32,1.6885,77,73
32_059,A* Search,32,10.7765,485,289
32_060,A* Search,32,4.2937,195,145
32_061,A* Search,32,8.0416,367,189
32_062,A* Search,32,7.6780,345,217
32_063,A* Search,32,5.1316,231,187
32_064,A* Search,32,2.3563,101,101
32_065,A* Search,32,8.3887,321,267
32_066,A* Search,32,3.1813,133,125
32_067,A* Search,32,6.3289,261,205
32_068,A* Search,32,14.1660,425,233
32_069,A* Search,32,11.1140,361,241
32_070,A* Search,32,10.5722,363,285
32_071,A* Search,32,7.6044,299,235
32_072,A* Search,32,7.1295,313,217
32_073,A* Search,32,3.5108,163,151
32_074,A* Search,32,3.7657,173,153
32_075,A* Search,32,5.2650,245,185
32_076,A* Search,32,8.9743,413,217
32_077,A* Search,32,4.9586,227,177
32_078,A* Search,32,12.0835,327,225
32_079,A* Search,32,4.9021,169,127
32_080,A* Search,32,8.2594,367,299
32_081,A* Search,32,4.5433,203,155
32_082,A* Search,32,3.5854,163,127
32_083,A* Search,32,4.9876,227,203
32_084,A* Search,32,3.6361,157,131
32_085,A* Search,32,8.5907,383,259
32_086,A* Search,32,9.8065,419,253
32_087,A* Search,32,8.1834,365,191
32_088,A* Search,32,2.8459,127,107
32_089,A* Search,32,4.3410,191,151
32_090,A* Search,32,4.4233,199,189
32_091,A* Search,32,4.7121,211,179
32_092,A* Search,32,2.6279,117,105
32_093,A* Search,32,2.7810,123,101
32_094,A* Search,32,4.9582,223,179
32_095,A* Search,32,4.4193,197,161
32_096,A* Search,32,6.7574,301,217
32_097,A* Search,32,10.5749,473,299
32_098,A* Search,32,4.6563,201,141
32_099,A* Search,32,6.1287,237,189
32_100,A* Search,32,7.1202,315,247
64_001,A* Search,64,25.5546,361,335
64_002,A* Search,64,32.6823,481,413
64_003,A* Search,64,120.5486,1762,843
64_004,A* Search,64,135.6121,1933,1131
64_005,A* Search,64,38.3301,575,481
64_006,A* Search,64,135.3120,1995,1051
64_007,A* Search,64,108.2193,1451,913
64_008,A* Search,64,149.8081,1941,1015
64_009,A* Search,64,63.9084,973,587
64_010,A* Search,64,81.1690,1173,753
64_011,A* Search,64,92.9413,1322,843
64_012,A* Search,64,112.6803,1633,969
64_013,A* Search,64,90.1575,1251,757
64_014,A* Search,64,132.7181,1971,1019
64_015,A* Search,64,57.4212,805,581
64_016,A* Search,64,67.6939,965,719
64_017,A* Search,64,48.8429,727,503
64_018,A* Search,64,133.1496,1921,1075
64_019,A* Search,64,136.5660,2027,1111
64_020,A* Search,64,112.3772,1657,949
64_021,A* Search,64,42.9943,625,381
64_022,A* Search,64,79.4979,1137,751
64_023,A* Search,64,93.2904,1392,793
64_024,A* Search,64,100.9918,1489,761
64_025,A* Search,64,77.5181,1155,767
64_026,A* Search,64,27.8669,413,349
64_027,A* Search,64,136.6190,1965,1109
64_028,A* Search,64,37.9314,567,481
64_029,A* Search,64,121.1937,1735,1095
64_030,A* Search,64,48.3586,709,511
64_031,A* Search,64,102.9281,1532,691
64_032,A* Search,64,44.2286,639,459
64_033,A* Search,64,95.0881,1401,677
64_034,A* Search,64,78.2233,1145,623
64_035,A* Search,64,27.5384,399,363
64_036,A* Search,64,69.9670,970,585
64_037,A* Search,64,48.0138,653,475
64_038,A* Search,64,93.6649,1287,783
64_039,A* Search,64,27.5670,413,329
64_040,A* Search,64,56.8074,791,527
64_041,A* Search,64,70.5406,997,653
64_042,A* Search,64,101.6267,1351,671
64_043,A* Search,64,79.4184,1047,541
64_044,A* Search,64,73.7627,1047,571
64_045,A* Search,64,51.4579,767,453
64_046,A* Search,64,126.4325,1873,825
64_047,A* Search,64,70.5266,1019,581
64_048,A* Search,64,20.8756,309,223
64_049,A* Search,64,89.3462,1317,803
64_050,A* Search,64,123.3210,1739,805
64_051,A* Search,64,12.3727,185,181
64_052,A* Search,64,127.5961,1811,1211
64_053,A* Search,64,71.2319,1043,639
64_054,A* Search,64,52.8016,787,619
64_055,A* Search,64,110.5374,1627,991
64_056,A* Search,64,66.7210,983,619
64_057,A* Search,64,73.3005,1039,649
64_058,A* Search,64,113.6837,1655,1031
64_059,A* Search,64,30.7779,423,375
64_060,A* Search,64,112.6659,1571,837
64_061,A* Search,64,57.1770,847,449
64_062,A* Search,64,56.0952,833,625
64_063,A* Search,64,77.5967,1109,715
64_064,A* Search,64,21.4474,319,241
64_065,A* Search,64,32.5674,475,381
64_066,A* Search,64,64.1627,901,679
64_067,A* Search,64,49.6012,655,469
64_068,A* Search,64,94.2624,1341,903
64_069,A* Search,64,34.8618,523,415
64_070,A* Search,64,88.4952,1299,801
64_071,A* Search,64,92.6755,1305,925
64_072,A* Search,64,92.8705,1375,711
64_073,A* Search,64,124.6029,1827,849
64_074,A* Search,64,110.4260,1623,949
64_075,A* Search,64,32.5664,459,355
64_076,A* Search,64,57.4944,839,521
64_077,A* Search,64,43.6429,649,371
64_078,A* Search,64,134.8206,1957,1001
64_079,A* Search,64,63.5889,867,603
64_080,A* Search,64,129.6718,1873,1079
64_081,A* Search,64,63.6204,945,631
64_082,A* Search,64,39.6536,587,385
64_083,A* Search,64,27.6657,372,253
64_084,A* Search,64,78.7200,1127,661
64_085,A* Search,64,122.0614,1779,883
64_086,A* Search,64,74.0576,1053,625
64_087,A* Search,64,124.5740,1827,755
64_088,A* Search,64,99.5145,1459,723
64_089,A* Search,64,88.9988,1315,869
64_090,A* Search,64,135.1356,1993,957
64_091,A* Search,64,92.5149,1353,697
64_092,A* Search,64,123.6639,1833,893
64_093,A* Search,64,76.8945,1125,735
64_094,A* Search,64,60.9022,901,623
64_095,A* Search,64,111.2594,1649,1025
64_096,A* Search,64,100.7330,1485,797
64_097,A* Search,64,74.4358,1095,713
64_098,A* Search,64,133.5210,1960,941
64_099,A* Search,64,56.5601,839,589
64_100,A* Search,64,41.4567,601,495
