filename,search_name,size,runtime,num_explored,num_solution
32_033.,Depth-First Search,32,9.2669,336,321
32_034.,Depth-First Search,32,7.4404,266,245
32_035.,Depth-First Search,32,3.0646,103,99
32_036.,Depth-First Search,32,18.5556,605,533
32_037.,Depth-First Search,32,17.5600,560,527
32_038.,Depth-First Search,32,23.1845,766,701
32_039.,Depth-First Search,32,12.9725,408,355
32_040.,Depth-First Search,32,27.1752,842,653
32_041.,Depth-First Search,32,24.3671,645,587
32_042.,Depth-First Search,32,44.5037,901,295
32_043.,Depth-First Search,32,4.9581,152,137
32_044.,Depth-First Search,32,25.4330,781,667
32_045.,Depth-First Search,32,9.2917,333,317
32_046.,Depth-First Search,32,15.1389,383,211
32_047.,Depth-First Search,32,6.6124,243,237
32_048.,Depth-First Search,32,26.0734,791,709
32_049.,Depth-First Search,32,17.9323,557,451
32_050.,Depth-First Search,32,1.8772,69,69
32_051.,Depth-First Search,32,1.9436,61,61
32_052.,Depth-First Search,32,2.1477,70,69
32_053.,Depth-First Search,32,24.3635,814,713
32_054.,Depth-First Search,32,9.1818,316,291
32_055.,Depth-First Search,32,4.5672,171,165
32_056.,Depth-First Search,32,5.0173,185,181
32_057.,Depth-First Search,32,33.5697,822,547
32_058.,Depth-First Search,32,1.0885,35,35
32_059.,Depth-First Search,32,1.4602,41,41
32_060.,Depth-First Search,32,20.1615,639,541
32_061.,Depth-First Search,32,6.7451,243,225
32_062.,Depth-First Search,32,8.1210,272,245
32_063.,Depth-First Search,32,23.0593,737,591
32_064.,Depth-First Search,32,23.4281,793,697
32_065.,Depth-First Search,32,25.0111,814,739
32_066.,Depth-First Search,32,19.4853,585,507
32_067.,Depth-First Search,32,5.8748,208,195
32_068.,Depth-First Search,32,20.9503,660,589
32_069.,Depth-First Search,32,16.6928,576,529
32_070.,Depth-First Search,32,24.4407,767,643
32_071.,Depth-First Search,32,17.2485,569,507
32_072.,Depth-First Search,32,25.1726,788,665
32_073.,Depth-First Search,32,16.7409,496,407
32_074.,Depth-First Search,32,4.3528,161,155
32_075.,Depth-First Search,32,24.3951,814,733
32_076.,Depth-First Search,32,15.4435,474,363
32_077.,Depth-First Search,32,24.6443,807,719
32_078.,Depth-First Search,32,1.5775,61,61
32_079.,Depth-First Search,32,0.9159,35,35
32_080.,Depth-First Search,32,1.1538,45,45
32_081.,Depth-First Search,32,19.1270,580,519
32_082.,Depth-First Search,32,0.9055,33,33
32_083.,Depth-First Search,32,1.1288,43,43
32_084.,Depth-First Search,32,21.6839,704,641
32_085.,Depth-First Search,32,5.2806,154,153
32_086.,Depth-First Search,32,11.6805,361,337
32_087.,Depth-First Search,32,0.9021,33,33
32_088.,Depth-First Search,32,21.1426,706,637
32_089.,Depth-First Search,32,26.5010,854,783
32_090.,Depth-First Search,32,23.3983,699,613
32_091.,Depth-First Search,32,18.0757,576,481
32_092.,Depth-First Search,32,15.9446,558,525
32_093.,Depth-First Search,32,1.5312,58,57
32_094.,Depth-First Search,32,28.2702,852,727
32_095.,Depth-First Search,32,1.4687,54,53
32_096.,Depth-First Search,32,0.9617,37,37
32_097.,Depth-First Search,32,18.5102,565,517
32_098.,Depth-First Search,32,19.1985,620,561
32_099.,Depth-First Search,32,8.4954,275,265
32_100.,Depth-First Search,32,22.2266,691,595
64_001.,Depth-First Search,64,254.3504,2788,2547
64_002.,Depth-First Search,64,142.8344,1389,1233
64_003.,Depth-First Search,64,137.4370,1514,1419
64_004.,Depth-First Search,64,337.8121,3316,2935
64_005.,Depth-First Search,64,257.2242,2730,2501
64_006.,Depth-First Search,64,235.7961,2341,2115
64_007.,Depth-First Search,64,18.6061,233,231
64_008.,Depth-First Search,64,616.2142,3577,201
64_009.,Depth-First Search,64,179.0054,1717,1481
64_010.,Depth-First Search,64,206.2473,2307,2061
64_011.,Depth-First Search,64,313.9039,3178,2827
64_012.,Depth-First Search,64,98.4533,1100,1017
64_013.,Depth-First Search,64,119.8151,1306,1201
64_014.,Depth-First Search,64,305.6810,3215,2873
64_015.,Depth-First Search,64,226.7667,2317,1989
64_016.,Depth-First Search,64,264.7194,2664,2169
64_017.,Depth-First Search,64,5.9347,76,75
64_018.,Depth-First Search,64,246.3506,2715,2451
64_019.,Depth-First Search,64,297.1614,3123,2787
64_020.,Depth-First Search,64,182.5398,2039,1883
64_021.,Depth-First Search,64,308.6780,3236,2819
64_022.,Depth-First Search,64,176.1769,1760,1451
64_023.,Depth-First Search,64,321.9432,3365,3023
64_024.,Depth-First Search,64,68.1187,637,611
64_025.,Depth-First Search,64,265.8295,2751,2457
64_026.,Depth-First Search,64,40.0765,452,419
64_027.,Depth-First Search,64,5.8921,77,77
64_028.,Depth-First Search,64,186.3783,2076,1859
64_029.,Depth-First Search,64,160.1696,1651,1301
64_030.,Depth-First Search,64,38.9198,469,439
64_031.,Depth-First Search,64,7.4916,77,77
64_032.,Depth-First Search,64,138.7455,1548,1425
64_033.,Depth-First Search,64,232.9769,2486,2143
64_034.,Depth-First Search,64,9.5500,117,117
64_035.,Depth-First Search,64,121.4793,1410,1329
64_036.,Depth-First Search,64,306.5571,3308,2873
64_037.,Depth-First Search,64,237.4179,2544,2215
64_038.,Depth-First Search,64,167.5663,1861,1679
64_039.,Depth-First Search,64,258.4777,2704,2385
64_040.,Depth-First Search,64,198.4259,2161,1931
64_041.,Depth-First Search,64,36.8513,420,403
64_042.,Depth-First Search,64,271.6447,2718,2379
64_043.,Depth-First Search,64,80.5463,758,603
64_044.,Depth-First Search,64,5.5750,71,71
64_045.,Depth-First Search,64,6.1783,65,65
64_046.,Depth-First Search,64,201.6503,2146,1977
64_047.,Depth-First Search,64,57.1964,639,591
64_048.,Depth-First Search,64,264.0286,2847,2521
64_049.,Depth-First Search,64,110.0815,1159,1025
64_050.,Depth-First Search,64,290.6971,3197,2869
64_051.,Depth-First Search,64,65.3378,758,723
64_052.,Depth-First Search,64,30.9787,370,359
64_053.,Depth-First Search,64,237.6857,2527,2161
64_054.,Depth-First Search,64,289.1826,2876,2459
64_055.,Depth-First Search,64,186.5964,1912,1715
64_056.,Depth-First Search,64,25.5298,258,243
64_057.,Depth-First Search,64,350.3897,3302,2795
64_058.,Depth-First Search,64,309.7934,3107,2781
64_059.,Depth-First Search,64,16.5017,196,193
64_060.,Depth-First Search,64,8.3000,103,103
64_061.,Depth-First Search,64,245.1883,2533,2283
64_062.,Depth-First Search,64,154.7471,1637,1463
64_063.,Depth-First Search,64,240.0667,2566,2333
64_064.,Depth-First Search,64,263.7238,2823,2473
64_065.,Depth-First Search,64,233.7656,2041,1585
64_066.,Depth-First Search,64,48.2428,533,515
64_067.,Depth-First Search,64,261.1168,2697,2493
64_068.,Depth-First Search,64,85.9711,930,873
64_069.,Depth-First Search,64,227.5757,2476,2177
64_070.,Depth-First Search,64,112.6987,1171,1045
64_071.,Depth-First Search,64,309.8447,3201,2873
64_072.,Depth-First Search,64,258.3630,2803,2483
64_073.,Depth-First Search,64,69.0285,729,663
64_074.,Depth-First Search,64,209.1443,2211,1931
64_075.,Depth-First Search,64,301.5992,3272,2893
64_076.,Depth-First Search,64,318.5467,3277,2983
64_077.,Depth-First Search,64,218.2815,2240,1967
64_078.,Depth-First Search,64,5.1616,67,67
64_079.,Depth-First Search,64,18.7564,218,209
64_080.,Depth-First Search,64,311.8083,3247,2765
64_081.,Depth-First Search,64,20.1622,247,239
64_082.,Depth-First Search,64,7.2666,86,85
64_083.,Depth-First Search,64,149.7913,1627,1525
64_084.,Depth-First Search,64,268.6340,2799,2517
64_085.,Depth-First Search,64,311.7532,3232,2867
64_086.,Depth-First Search,64,158.0318,1596,1471
64_087.,Depth-First Search,64,550.7808,3537,639
64_088.,Depth-First Search,64,107.6781,1171,1049
64_089.,Depth-First Search,64,293.0682,3126,2807
64_090.,Depth-First Search,64,292.0654,3069,2737
64_091.,Depth-First Search,64,155.6614,1645,1511
64_092.,Depth-First Search,64,311.6736,2999,2339
64_093.,Depth-First Search,64,265.6521,2921,2641
64_094.,Depth-First Search,64,310.7714,3189,2867
64_095.,Depth-First Search,64,284.6081,3208,2937
64_096.,Depth-First Search,64,14.7668,125,125
64_097.,Depth-First Search,64,188.9303,1849,1607
64_098.,Depth-First Search,64,291.4574,3115,2797
64_099.,Depth-First Search,64,217.2744,2343,2143
64_100.,Depth-First Search,64,38.1247,403,371
